GENENAME,UniprotID,Reviewed,Evidence,Features,Start,End,Descriptions
Srebf2,Q3U1N2,Reviewed,protein,Compositional bias,121,235,NA
Sstr3,P30935,Reviewed,transcript,Compositional bias,358,373,Poly-Glu
St3gal1,P54751,NA,NA,NA,NA,NA,NA
St3gal1,Q544T4,NA,NA,NA,NA,NA,NA
St8sia2,O35696,Reviewed,transcript,Region,206,208,Substrate binding
St8sia2,O35696,Reviewed,transcript,Region,294,296,Substrate binding
St8sia2,O35696,Reviewed,transcript,Region,329,330,Substrate binding
Stard10,Q0VG22,Unreviewed,protein,Domain,42,224,START
Stard10,Q9JMD3,Reviewed,protein,Domain,14,224,START
Stard10,E9PVP0,Unreviewed,protein,Domain,115,297,START
Stard5,Q9EPQ7,Reviewed,protein,Domain,1,213,START
Stim1,P70302,Reviewed,protein,Domain,63,98,EF-hand
Stim1,P70302,Reviewed,protein,Domain,132,200,SAM
Stim1,P70302,Reviewed,protein,Region,334,444,SOAR/CAD
Stim1,P70302,Reviewed,protein,Coiled coil,248,442,
Stim1,P70302,Reviewed,protein,Motif,642,645,Microtubule tip localization signal
Stim1,P70302,Reviewed,protein,Compositional bias,270,336,Glu-rich
Stim1,P70302,Reviewed,protein,Compositional bias,601,629,Pro/Ser-rich
Stim1,P70302,Reviewed,protein,Compositional bias,672,685,Lys-rich
Sult4a1,P63046,NA,NA,NA,NA,NA,NA
Sun2,Q8BJS4,Reviewed,protein,Domain,569,730,SUN
Sun2,Q8BJS4,Reviewed,protein,Region,1,128,LMNA-binding
Sun2,Q8BJS4,Reviewed,protein,Coiled coil,396,452,NA
Sun2,Q8BJS4,Reviewed,protein,Coiled coil,486,519,NA
Syt10,Q059J3,Unreviewed,protein,Domain,248,334,C2
Syt10,Q059J3,Unreviewed,protein,Domain,377,468,C2
Syt10,Q9R0N4,Reviewed,protein,Domain,233,334,C2 1
Syt10,Q9R0N4,Reviewed,protein,Domain,365,468,C2 2
Syt10,Q9R0N4,Reviewed,protein,Region,13,35,Cysteine motif
Sytl2,Q69ZF4,Unreviewed,transcript,Domain,117,207,C2
Sytl2,Q69ZF4,Unreviewed,transcript,Domain,266,354,C2
Sytl2,Q7TMU6,Unreviewed,transcript,Domain,1,57,RabBD (Rab-binding)
Sytl2,Q99N50,Reviewed,protein,Domain,1,57,RabBD
Sytl2,Q99N50,Reviewed,protein,Domain,646,750,C2 1
Sytl2,Q99N50,Reviewed,protein,Domain,795,897,C2 2
Sytl2,Q99N50,Reviewed,protein,Compositional bias,596,636,Ser-rich
Tab1,Q8CF89,Reviewed,protein,Domain,28,365,PPM-type phosphatase
Tab1,Q8CF89,Reviewed,protein,Compositional bias,450,455,Poly-Ser
Taf10,Q8K0H5,Reviewed,protein,Motif,187,189,[KR]-[STA]-K motif
Taf2,B9EJX5,Unreviewed,protein,Domain,30,394,Peptidase_M1
Tatdn1,Q6P8M1,NA,NA,NA,NA,NA,NA
Tbc1d22a,Q8R5A6,Reviewed,protein,Domain,221,445,Rab-GAP TBC
Tbc1d31,Q6NXY1,Reviewed,protein,Repeat,38,79,WD 1
Tbc1d31,Q6NXY1,Reviewed,protein,Repeat,124,162,WD 2
Tbc1d31,Q6NXY1,Reviewed,protein,Repeat,166,205,WD 3
Tbc1d31,Q6NXY1,Reviewed,protein,Repeat,212,253,WD 4
Tbc1d31,Q6NXY1,Reviewed,protein,Repeat,304,343,WD 5
Tbc1d31,Q6NXY1,Reviewed,protein,Domain,424,599,Rab-GAP TBC
Tbc1d31,Q6NXY1,Reviewed,protein,Coiled coil,388,414,NA
Tbc1d31,Q6NXY1,Reviewed,protein,Coiled coil,699,844,NA
Tbrg3,NA,NA,NA,NA,NA,NA,NA
Tcf20,Q66JM6,Unreviewed,transcript,Domain,1016,1063,PHD
Tcf20,Q80U46,Unreviewed,transcript,Domain,1651,1698,PHD
Tcf20,Q9EPQ8,Reviewed,protein,Region,1198,1219,Leucine-zipper
Tcf20,Q9EPQ8,Reviewed,protein,Motif,1282,1295,Nuclear localization signal
Tcf20,Q9EPQ8,Reviewed,protein,Motif,1604,1628,Nuclear localization signal
Tcf20,Q9EPQ8,Reviewed,protein,Motif,1812,1819,Nuclear localization signal
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,62,69,Poly-Ala
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,173,195,Poly-Gln
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,249,277,Ser-rich
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,322,350,Poly-Gln
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,1585,1592,Poly-Pro
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,1681,1684,Poly-Glu
Tcf20,Q9EPQ8,Reviewed,protein,Compositional bias,1793,1797,Poly-Glu
Tcf20,Q9EPQ8,Reviewed,protein,Zinc finger,1911,1962,PHD-type; atypical
Tef,Q9JLC6,Reviewed,transcript,Domain,231,294,bZIP
Tef,Q9JLC6,Reviewed,transcript,Region,233,253,Basic motif
Tef,Q9JLC6,Reviewed,transcript,Region,254,261,Leucine-zipper
Tef,Q9JLC6,Reviewed,transcript,Compositional bias,164,215,Pro-rich (proline/acidic region (PAR))
Tenm4,Q3UHK6,Reviewed,protein,Domain,1,341,Teneurin N-terminal
Tenm4,Q3UHK6,Reviewed,protein,Domain,564,595,EGF-like 1
Tenm4,Q3UHK6,Reviewed,protein,Domain,596,626,EGF-like 2
Tenm4,Q3UHK6,Reviewed,protein,Domain,628,660,EGF-like 3
Tenm4,Q3UHK6,Reviewed,protein,Domain,661,692,EGF-like 4
Tenm4,Q3UHK6,Reviewed,protein,Domain,694,727,EGF-like 5
Tenm4,Q3UHK6,Reviewed,protein,Domain,728,759,EGF-like 6
Tenm4,Q3UHK6,Reviewed,protein,Domain,760,789,EGF-like 7
Tenm4,Q3UHK6,Reviewed,protein,Domain,790,833,EGF-like 8
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1218,1261,NHL 1
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1266,1310,NHL 2
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1336,1380,NHL 3
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1395,1446,NHL 4
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1525,1568,NHL 5
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1578,1597,YD 1
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1614,1634,YD 2
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1677,1696,YD 3
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1697,1719,YD 4
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1889,1908,YD 5
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1930,1948,YD 6
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1949,1969,YD 7
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1976,1993,YD 8
Tenm4,Q3UHK6,Reviewed,protein,Repeat,1994,2015,YD 9
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2016,2033,YD 10
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2036,2056,YD 11
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2059,2079,YD 12
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2087,2106,YD 13
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2112,2129,YD 14
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2130,2156,YD 15
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2158,2171,YD 16
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2172,2195,YD 17
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2198,2218,YD 18
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2219,2239,YD 19
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2241,2261,YD 20
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2273,2293,YD 21
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2295,2315,YD 22
Tenm4,Q3UHK6,Reviewed,protein,Repeat,2341,2382,YD 23
Tenm4,Q3UHK6,Reviewed,protein,Compositional bias,179,184,Poly-Pro
Tex33,Q3KNN2,NA,NA,NA,NA,NA,NA
Tex33,Q9D9J2,NA,NA,NA,NA,NA,NA
Tex33,E9QA37,NA,NA,NA,NA,NA,NA
Tfcp2,Q9ERA0,Reviewed,protein,Region,133,386,DNA-binding
Tg,O08710,Reviewed,protein,Domain,32,93,Thyroglobulin type-1 1
Tg,O08710,Reviewed,protein,Domain,94,161,Thyroglobulin type-1 2
Tg,O08710,Reviewed,protein,Domain,162,298,Thyroglobulin type-1 3
Tg,O08710,Reviewed,protein,Domain,299,359,Thyroglobulin type-1 4
Tg,O08710,Reviewed,protein,Domain,605,658,Thyroglobulin type-1 5
Tg,O08710,Reviewed,protein,Domain,659,726,Thyroglobulin type-1 6
Tg,O08710,Reviewed,protein,Domain,727,922,Thyroglobulin type-1 7
Tg,O08710,Reviewed,protein,Domain,923,1074,Thyroglobulin type-1 8
Tg,O08710,Reviewed,protein,Domain,1075,1146,Thyroglobulin type-1 9
Tg,O08710,Reviewed,protein,Domain,1147,1211,Thyroglobulin type-1 10
Tg,O08710,Reviewed,protein,Repeat,1455,1468,Type II
Tg,O08710,Reviewed,protein,Repeat,1469,1485,Type II
Tg,O08710,Reviewed,protein,Repeat,1486,1502,Type II
Tg,O08710,Reviewed,protein,Domain,1510,1564,Thyroglobulin type-1 11
Tg,O08710,Reviewed,protein,Repeat,1602,1722,Type IIIA
Tg,O08710,Reviewed,protein,Repeat,1723,1889,Type IIIB
Tg,O08710,Reviewed,protein,Repeat,1890,1992,Type IIIA
Tg,O08710,Reviewed,protein,Repeat,1993,2125,Type IIIB
Tg,O08710,Reviewed,protein,Repeat,2126,2183,Type IIIA
Ticrr,Q8BQ33,Reviewed,protein,Compositional bias,1188,1399,Pro-rich
Tigd5,Q499M4,Reviewed,transcript,Domain,57,108,HTH psq-type
Tigd5,Q499M4,Reviewed,transcript,Domain,122,195,HTH CENPB-type
Tigd5,Q499M4,Reviewed,transcript,Domain,240,365,DDE
Tigd5,Q499M4,Reviewed,transcript,Compositional bias,3,54,Pro-rich
Tigd5,Q499M4,Reviewed,transcript,Compositional bias,572,576,Poly-Glu
Timm10b,Q9WV96,Reviewed,protein,Motif,25,49,Twin CX3C motif
Tm6sf1,D3YX52,NA,NA,NA,NA,NA,NA
Tm6sf1,P58749,Reviewed,transcript,Domain,60,185,EXPERA 1
Tm6sf1,P58749,Reviewed,transcript,Domain,216,350,EXPERA 2
Tmbim6,Q9D2C7,NA,NA,NA,NA,NA,NA
Tmc3,F8VQI4,NA,NA,NA,NA,NA,NA
Tmc3,Q7TQ69,NA,NA,NA,NA,NA,NA
Tmc3,E9Q6Y0,NA,NA,NA,NA,NA,NA
Tmem106c,Q80VP8,NA,NA,NA,NA,NA,NA
Tmem65,Q4VAE3,NA,NA,NA,NA,NA,NA
Tmem71,Q149F5,NA,NA,NA,NA,NA,NA
Tmprss12,Q3V0Q7,Reviewed,protein,Domain,66,306,Peptidase S1
Tnrc6b,Q8BKI2,Reviewed,protein,Domain,1625,1697,RRM
Tnrc6b,Q8BKI2,Reviewed,protein,Region,37,1028,Interaction with argonaute proteins
Tnrc6b,Q8BKI2,Reviewed,protein,Region,1191,1700,Silencing domain; interaction with CNOT1 and PAN3
Tnrc6b,Q8BKI2,Reviewed,protein,Region,1449,1467,PABPC1-interacting motif-2 (PAM2)
Tnrc6b,Q8BKI2,Reviewed,protein,Coiled coil,33,75,NA
Tnrc6b,Q8BWL0,Unreviewed,transcript,Domain,2,96,Ago_hook
Tnrc6b,Q8BWL0,Unreviewed,transcript,Domain,345,624,TNRC6-PABC_bdg
Tnrc6b,Q8BWL0,Unreviewed,transcript,Coiled coil,282,309,NA
Tnrc6b,Q8BX83,Unreviewed,transcript,Coiled coil,35,74,NA
Tnrc6b,Q8VD67,Unreviewed,transcript,Domain,1,61,TNRC6-PABC_bdg
Tnrc6b,Q3TRK2,Unreviewed,transcript,Domain,264,543,TNRC6-PABC_bdg
Tnrc6b,Q3TRK2,Unreviewed,transcript,Coiled coil,201,228,NA
Tob2,Q543X9,Unreviewed,protein,Domain,40,60,Anti_prolifrtn
Tob2,Q543X9,Unreviewed,protein,Domain,86,105,Anti_prolifrtn
Tob2,Q9JM55,NA,NA,NA,NA,NA,NA
Tonsl,G3UW83,Unreviewed,protein,Domain,311,385,TPR_REGION
Tonsl,G3UW83,Unreviewed,protein,Domain,528,635,ANK_REP_REGION
Tonsl,G3UW83,Unreviewed,protein,Coiled coil,449,482,NA
Tonsl,Q6NZL6,Reviewed,protein,Repeat,27,60,TPR 1
Tonsl,Q6NZL6,Reviewed,protein,Repeat,67,100,TPR 2
Tonsl,Q6NZL6,Reviewed,protein,Repeat,107,147,TPR 3
Tonsl,Q6NZL6,Reviewed,protein,Repeat,162,195,TPR 4
Tonsl,Q6NZL6,Reviewed,protein,Repeat,202,235,TPR 5
Tonsl,Q6NZL6,Reviewed,protein,Repeat,242,275,TPR 6
Tonsl,Q6NZL6,Reviewed,protein,Repeat,311,344,TPR 7
Tonsl,Q6NZL6,Reviewed,protein,Repeat,352,385,TPR 8
Tonsl,Q6NZL6,Reviewed,protein,Repeat,528,557,ANK 1
Tonsl,Q6NZL6,Reviewed,protein,Repeat,561,590,ANK 2
Tonsl,Q6NZL6,Reviewed,protein,Repeat,597,626,ANK 3
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1060,1081,LRR 1
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1088,1108,LRR 2
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1119,1140,LRR 3
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1147,1168,LRR 4
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1179,1199,LRR 5
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1206,1214,LRR 6
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1238,1261,LRR 7
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1266,1287,LRR 8
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1296,1317,LRR 9
Tonsl,Q6NZL6,Reviewed,protein,Repeat,1322,1343,LRR 10
Tonsl,Q6NZL6,Reviewed,protein,Compositional bias,466,509,Glu-rich
Top1mt,Q8R4U6,Reviewed,transcript,Region,254,255,Interaction with DNA
Top1mt,Q8R4U6,Reviewed,transcript,Region,317,322,Interaction with DNA
Top1mt,Q8R4U6,Reviewed,transcript,Region,414,416,Interaction with DNA
Top1mt,B7ZNM9,Unreviewed,transcript,Domain,188,564,TOPEUc
Top1mt,B7ZNM9,Unreviewed,transcript,Coiled coil,141,165,NA
Top1mt,B7ZNM9,Unreviewed,transcript,Coiled coil,472,499,NA
Top1mt,B7ZNM9,Unreviewed,transcript,Coiled coil,511,538,NA
Trabd,Q99JY4,NA,NA,NA,NA,NA,NA
Trappc9,E9Q3T8,Unreviewed,protein,Coiled coil,858,881,NA
Trappc9,Q3U0M1,NA,NA,NA,NA,NA,NA
Trappc9,E9PZ41,NA,NA,NA,NA,NA,NA
Trim3,Q9R1R2,Reviewed,protein,Repeat,317,418,Filamin
Trim3,Q9R1R2,Reviewed,protein,Repeat,473,516,NHL 1
Trim3,Q9R1R2,Reviewed,protein,Repeat,520,563,NHL 2
Trim3,Q9R1R2,Reviewed,protein,Repeat,564,605,NHL 3
Trim3,Q9R1R2,Reviewed,protein,Repeat,609,652,NHL 4
Trim3,Q9R1R2,Reviewed,protein,Repeat,656,699,NHL 5
Trim3,Q9R1R2,Reviewed,protein,Repeat,700,743,NHL 6
Trim3,Q9R1R2,Reviewed,protein,Coiled coil,153,224,NA
Trim3,Q9R1R2,Reviewed,protein,Zinc finger,22,63,RING-type
Trim3,Q9R1R2,Reviewed,protein,Zinc finger,110,151,B box-type
Trim3,Q3TDT0,Unreviewed,protein,Domain,22,63,RING-type
Trim3,Q3TDT0,Unreviewed,protein,Domain,110,151,B box-type
Trim3,Q3TDT0,Unreviewed,protein,Coiled coil,187,218,NA
Trim34a,E9PYZ4,Unreviewed,protein,Domain,15,58,RING-type
Trim34a,E9PYZ4,Unreviewed,protein,Domain,91,127,B box-type
Trim34a,E9PYZ4,Unreviewed,protein,Domain,282,485,B30.2/SPRY
Trim34a,E9PYZ4,Unreviewed,protein,Coiled coil,136,170,NA
Trim34a,E9PYZ4,Unreviewed,protein,Coiled coil,201,235,NA
Trim34a,Q99PP6,Reviewed,transcript,Domain,282,485,B30.2/SPRY
Trim34a,Q99PP6,Reviewed,transcript,Coiled coil,130,241,NA
Trim34a,Q99PP6,Reviewed,transcript,Zinc finger,15,59,RING-type
Trim34a,Q99PP6,Reviewed,transcript,Zinc finger,91,132,B box-type
Trim34b,K7N6K2,Unreviewed,inferred,Domain,15,58,RING-type
Trim34b,K7N6K2,Unreviewed,inferred,Domain,91,127,B box-type
Trim34b,K7N6K2,Unreviewed,inferred,Domain,282,485,B30.2/SPRY
Trim34b,K7N6K2,Unreviewed,inferred,Coiled coil,136,170,NA
Trim34b,K7N6K2,Unreviewed,inferred,Coiled coil,201,235,NA
Trim6,Q8BGE7,Reviewed,protein,Domain,282,488,B30.2/SPRY
Trim6,Q8BGE7,Reviewed,protein,Coiled coil,132,223,NA
Trim6,Q8BGE7,Reviewed,protein,Zinc finger,15,60,RING-type
Trim6,Q8BGE7,Reviewed,protein,Zinc finger,92,133,B box-type
Triobp,E9QMQ3,Unreviewed,protein,Domain,53,149,PH
Triobp,E9QMQ3,Unreviewed,protein,Coiled coil,378,413,NA
Triobp,E9QMQ3,Unreviewed,protein,Coiled coil,451,478,NA
Triobp,E9QMQ3,Unreviewed,protein,Coiled coil,549,576,NA
Triobp,E9QMQ3,Unreviewed,protein,Coiled coil,587,621,NA
Triobp,Q99KW3,Reviewed,protein,Domain,1440,1536,PH
Triobp,Q99KW3,Reviewed,protein,Coiled coil,1711,2010,NA
Trmt12,Q8BG71,Reviewed,transcript,Region,283,284,S-adenosyl-L-methionine binding
Troap,B7ZNG4,NA,NA,NA,NA,NA,NA
Trpc2,Q9R244,Reviewed,transcript,Repeat,301,330,ANK 1
Trpc2,Q9R244,Reviewed,transcript,Repeat,377,406,ANK 2
Trpc2,Q9R244,Reviewed,transcript,Repeat,430,459,ANK 3
Trpc2,Q9R244,Reviewed,transcript,Compositional bias,1140,1143,Poly-Ser
Tspo,P50637,NA,NA,NA,NA,NA,NA
Tspo,Q541E3,NA,NA,NA,NA,NA,NA
Tssk5,Q8C1R0,Reviewed,transcript,Domain,27,302,Protein kinase
Tst,P52196,Reviewed,protein,Domain,25,143,Rhodanese 1
Tst,P52196,Reviewed,protein,Domain,173,288,Rhodanese 2
Tst,P52196,Reviewed,protein,Region,144,159,Hinge
Tst,Q545S0,Unreviewed,protein,Domain,25,143,Rhodanese
Tst,Q545S0,Unreviewed,protein,Domain,173,288,Rhodanese
Tsta3,P23591,NA,NA,NA,NA,NA,NA
Tsta3,Q5HZI6,Unreviewed,protein,Domain,10,245,Epimerase
Ttc38,A3KMP2,Reviewed,protein,Repeat,104,137,TPR 1
Ttc38,A3KMP2,Reviewed,protein,Repeat,176,209,TPR 2
Ttc38,A3KMP2,Reviewed,protein,Repeat,248,281,TPR 3
Ttll8,A4Q9F1,Reviewed,protein,Domain,271,624,TTL
Ttll8,Q8C0V2,NA,NA,NA,NA,NA,NA
Tubgcp6,G5E8P0,Unreviewed,protein,Coiled coil,734,761,NA
Tubgcp6,Q6PFC6,NA,NA,NA,NA,NA,NA
Tubgcp6,Q8BWI2,NA,NA,NA,NA,NA,NA
Twf1,Q91YR1,Reviewed,protein,Domain,2,139,ADF-H 1
Twf1,Q91YR1,Reviewed,protein,Domain,175,313,ADF-H 2
Txn2,P97493,Reviewed,protein,Domain,61,166,Thioredoxin
Tymp,Q99N42,NA,NA,NA,NA,NA,NA
Ubqln3,Q497R3,Unreviewed,protein,Domain,22,96,Ubiquitin-like
Ubqln3,Q497R3,Unreviewed,protein,Domain,614,658,UBA
Ubqln3,Q8C5U9,Reviewed,protein,Domain,22,96,Ubiquitin-like
Ubqln3,Q8C5U9,Reviewed,protein,Domain,194,233,NA
Ubqln3,Q8C5U9,Reviewed,protein,Domain,614,658,UBA
Ubqlnl,Q14DL0,Reviewed,protein,Domain,31,105,Ubiquitin-like
Ubqlnl,Q14DL0,Reviewed,protein,Domain,562,607,UBA
Ucp2,P70406,Reviewed,protein,Repeat,11,106,Solcar 1
Ucp2,P70406,Reviewed,protein,Repeat,114,203,Solcar 2
Ucp2,P70406,Reviewed,protein,Repeat,212,297,Solcar 3
Ucp2,P70406,Reviewed,protein,Region,276,298,Purine nucleotide binding
Ucp2,Q549J5,NA,NA,NA,NA,NA,NA
Upk3a,Q9JKX8,NA,NA,NA,NA,NA,NA
Usp17lb,E9Q9U0,Unreviewed,inferred,Domain,51,348,USP
Usp17lb,Q6X3X0,Unreviewed,transcript,Domain,51,347,USP
Usp17lb,E9QMF1,Unreviewed,inferred,Domain,50,347,USP
Usp17ld,G5E8G2,Unreviewed,inferred,Domain,51,348,USP
Usp17le,NA,NA,NA,NA,NA,NA,NA
Usp35,M0QWN7,Unreviewed,protein,Domain,441,918,USP
Usp35,M0QWN7,Unreviewed,protein,Coiled coil,692,721,NA
Vdr,P48281,Reviewed,protein,Region,97,186,Hinge
Vdr,P48281,Reviewed,protein,Region,187,422,Ligand-binding
Vdr,P48281,Reviewed,protein,Region,222,232,Vitamin D3 binding
Vdr,P48281,Reviewed,protein,Region,241,259,Interaction with coactivator LXXLL motif
Vdr,P48281,Reviewed,protein,Region,266,273,Vitamin D3 binding
Vdr,P48281,Reviewed,protein,Zinc finger,24,44,NR C4-type
Vdr,P48281,Reviewed,protein,Zinc finger,60,84,NR C4-type
Vmn2r71,L7N2D8,Unreviewed,inferred,Domain,584,839,G_PROTEIN_RECEP_F3_4
Vmn2r77,L7N2B7,Unreviewed,inferred,Domain,583,847,G_PROTEIN_RECEP_F3_4
Vmn2r78,K7N6U5,Unreviewed,inferred,Domain,580,844,G_PROTEIN_RECEP_F3_4
Vmn2r79,E9Q067,Unreviewed,inferred,Domain,580,844,G_PROTEIN_RECEP_F3_4
Wbp2nl,Q9D529,Reviewed,transcript,Domain,16,87,GRAM
Wbp2nl,Q9D529,Reviewed,transcript,Repeat,173,179,1
Wbp2nl,Q9D529,Reviewed,transcript,Repeat,194,200,2
Wbp2nl,Q9D529,Reviewed,transcript,Repeat,201,207,3
Wbp2nl,Q9D529,Reviewed,transcript,Repeat,241,247,4
Wbp2nl,Q9D529,Reviewed,transcript,Repeat,255,261,5
Wbp2nl,Q9D529,Reviewed,transcript,Repeat,297,303,6
Wbp2nl,Q9D529,Reviewed,transcript,Region,173,303,6 X 7 AA tandem repeat of Y-G-X-P-P-X-G
Wbp2nl,Q9D529,Reviewed,transcript,Motif,219,222,WW-binding 1
Wbp2nl,Q9D529,Reviewed,transcript,Motif,231,234,WW-binding 2
Wbp2nl,Q9D529,Reviewed,transcript,Motif,245,248,WW-binding 3
Wbp2nl,Q9D529,Reviewed,transcript,Motif,259,262,WW-binding 4
Wbp2nl,Q9D529,Reviewed,transcript,Motif,273,276,WW-binding 5
Wbp2nl,Q9D529,Reviewed,transcript,Motif,287,290,WW-binding 6
Wbp2nl,Q9D529,Reviewed,transcript,Compositional bias,176,309,Pro-rich
Wdr73,Q9CWR1,Reviewed,protein,Repeat,81,121,WD 1
Wdr73,Q9CWR1,Reviewed,protein,Repeat,273,313,WD 2
Wdr73,Q9CWR1,Reviewed,protein,Repeat,333,371,WD 3
Wdr93,Q402B2,Reviewed,transcript,Repeat,421,460,WD
Wdyhv1,Q80WB5,NA,NA,NA,NA,NA,NA
Wdyhv1,Q9CWD7,Unreviewed,transcript,Domain,25,170,Nt_Gln_amidase
Whamm,Q571B6,Reviewed,protein,Domain,698,716,WH2 1
Whamm,Q571B6,Reviewed,protein,Domain,728,745,WH2 2
Whamm,Q571B6,Reviewed,protein,Region,1,253,Mediates association with membranes
Whamm,Q571B6,Reviewed,protein,Region,254,623,Mediates interaction with microtubules
Whamm,Q571B6,Reviewed,protein,Region,624,793,Mediates actin nucleation
Whamm,Q571B6,Reviewed,protein,Coiled coil,265,290,NA
Whamm,Q571B6,Reviewed,protein,Coiled coil,445,503,NA
Whamm,Q571B6,Reviewed,protein,Coiled coil,755,785,NA
Whamm,Q571B6,Reviewed,protein,Compositional bias,591,654,Pro-rich
Wisp1,O54775,Reviewed,transcript,Domain,45,118,IGFBP N-terminal
Wisp1,O54775,Reviewed,transcript,Domain,121,186,VWFC
Wisp1,O54775,Reviewed,transcript,Domain,215,260,TSP type-1
Wisp1,O54775,Reviewed,transcript,Domain,273,347,CTCK
Wisp1,Q3UFJ5,Unreviewed,protein,Domain,45,118,IGFBP N-terminal
Wisp1,Q3UFJ5,Unreviewed,protein,Domain,121,186,VWFC
Wisp1,Q3UFJ5,Unreviewed,protein,Domain,273,347,CTCK (C-terminal cystine knot-like)
Wnt10b,P48614,NA,NA,NA,NA,NA,NA
Wnt10b,Q1RME7,NA,NA,NA,NA,NA,NA
Xndc1,E9PVR2,Unreviewed,protein,Domain,1,150,XRCC1_N
Xndc1,Q8BRU2,Unreviewed,transcript,Domain,1,58,XRCC1_N
Xntrpc,F8VQM8,Unreviewed,protein,Domain,1,150,XRCC1_N
Xntrpc,F8VQM8,Unreviewed,protein,Domain,557,619,TRP_2
Xntrpc,F8VQM8,Unreviewed,protein,Domain,761,1023,Ion_trans
Xntrpc,F8VQM8,Unreviewed,protein,Coiled coil,1132,1159,NA
Xpnpep3,B7ZMP1,NA,NA,NA,NA,NA,NA
Xrcc6,P23475,Reviewed,protein,Domain,259,466,Ku
Xrcc6,P23475,Reviewed,protein,Domain,571,605,SAP
Xrcc6,P23475,Reviewed,protein,Region,548,607,Interaction with DEAF1
Xrcc6,P23475,Reviewed,protein,Compositional bias,11,27,Asp/Glu-rich (acidic)
Xrcc6,P23475,Reviewed,protein,Compositional bias,328,340,Asp/Glu-rich (acidic)
Xrra1,Q3U3V8,Reviewed,transcript,Repeat,146,158,LRR 1
Xrra1,Q3U3V8,Reviewed,transcript,Repeat,169,192,LRR 2
Xrra1,Q3U3V8,Reviewed,transcript,Repeat,193,214,LRR 3
Xrra1,Q3U3V8,Reviewed,transcript,Repeat,234,255,LRR 4
Xrra1,Q3U3V8,Reviewed,transcript,Repeat,259,280,LRR 5
Xrra1,Q3U3V8,Reviewed,transcript,Coiled coil,714,738,NA
Yaf2,Q99LW6,Reviewed,protein,Zinc finger,19,48,RanBP2-type
Zc3h3,Q3UUL4,Unreviewed,protein,Domain,662,690,C3H1-type
Zc3h3,Q3UUL4,Unreviewed,protein,Domain,694,717,C3H1-type
Zc3h3,Q3UUL4,Unreviewed,protein,Domain,718,744,C3H1-type
Zc3h3,Q3UUL4,Unreviewed,protein,Domain,745,772,C3H1-type
Zc3h3,Q3UUL4,Unreviewed,protein,Domain,773,795,C3H1-type
Zc3h3,Q8CHP0,Reviewed,protein,Compositional bias,379,388,Poly-Ser
Zc3h3,Q8CHP0,Reviewed,protein,Zinc finger,662,690,C3H1-type 1
Zc3h3,Q8CHP0,Reviewed,protein,Zinc finger,694,717,C3H1-type 2
Zc3h3,Q8CHP0,Reviewed,protein,Zinc finger,718,744,C3H1-type 3
Zc3h3,Q8CHP0,Reviewed,protein,Zinc finger,745,772,C3H1-type 4
Zc3h3,Q8CHP0,Reviewed,protein,Zinc finger,773,795,C3H1-type 5
Zc3h7b,F8VPP8,Unreviewed,protein,Domain,82,149,TPR_REGION
Zc3h7b,F8VPP8,Unreviewed,protein,Domain,485,509,C3H1-type
